path,line,original,normal_mode_text,version_label_remaining,technical_mode_preserves_original
src/v150_global_ui_polish.py,138,"Тази опция пуска core scripts v41–v60 плюс претеглена верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска core scripts плюс претеглена верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
src/v150_global_ui_polish.py,138,"Тази опция пуска основните скриптове v41–v60 и претеглената верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска основните скриптове и претеглената верига 74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
src/v150_global_ui_polish.py,795,"v67 и v75 остават налични, но не са default fast refresh блокер.","и остават налични, но не са default fast refresh блокер.",False,True
src/v150_global_ui_polish.py,795,"v67 и v75 остават налични, но не блокират стандартното бързо обновяване.","и остават налични, но не блокират стандартното бързо обновяване.",False,True
src/v150_global_ui_polish.py,1112,Анализ на двойки и групи — v50,Анализ на двойки и групи,False,True
src/v150_global_ui_polish.py,1117,Последни прогнози — v41,Последни прогнози,False,True
src/v150_global_ui_polish.py,1118,Комбинирана прогноза — v42,Комбинирана прогноза,False,True
src/v150_global_ui_polish.py,1119,Финални прогнозни фишове — v45,Финални прогнозни фишове,False,True
src/v150_global_ui_polish.py,1120,Анализ на портфейла от фишове — v51,Анализ на портфейла от фишове,False,True
src/v150_global_ui_polish.py,1121,"Активни, неактивни и устойчиви числа — v57","Активни, неактивни и устойчиви числа",False,True
src/v150_global_ui_polish.py,1122,Интелигентен ансамбъл — v58,Интелигентен ансамбъл,False,True
src/v150_global_ui_polish.py,1123,Интелигентен модул за фишове — v59,Интелигентен модул за фишове,False,True
src/v150_global_ui_polish.py,1135,Разширен ансамбъл — v45,Разширен ансамбъл,False,True
src/v150_global_ui_polish.py,1164,v76 е обновен към текущите данни,е обновен към текущите данни,False,True
src/v150_global_ui_polish.py,1165,v106 е синхронизиран след тиража,е синхронизиран след тиража,False,True
src/v150_global_ui_polish.py,1177,Потребителското меню не зависи от показателите на v86,Потребителското меню не зависи от показателите на,False,True
src/v150_global_ui_polish.py,1266,Моментното състояние на v96 използва 12 комбинации,Моментното състояние на използва 12 комбинации,False,True
src/v150_global_ui_polish.py,1267,Моментното състояние на v96 използва диапазона 10–80,Моментното състояние на използва диапазона 10–80,False,True
src/v150_global_ui_polish.py,1268,Планът на жизнения цикъл v97 използва 12 комбинации,Планът на жизнения цикъл използва 12 комбинации,False,True
src/v150_global_ui_polish.py,1269,Планът на жизнения цикъл v97 използва диапазона 10–80,Планът на жизнения цикъл използва диапазона 10–80,False,True
src/v150_global_ui_polish.py,1278,Анализът на двойки и групи v50 е завършен,Анализът на двойки и групи е завършен,False,True
src/v150_global_ui_polish.py,1279,Анализът на портфейла от фишове v51 е завършен,Анализът на портфейла от фишове е завършен,False,True
src/v150_global_ui_polish.py,1285,Прогнозите v41 са генерирани от каноничните тиражи,Прогнозите са генерирани от каноничните тиражи,False,True
src/v150_global_ui_polish.py,1288,Фишовете от разширения прогнозен модул v45 са готови,Фишовете от разширения прогнозен модул са готови,False,True
src/v150_global_ui_polish.py,1289,Оценките от разширения прогнозен модул v45 са готови,Оценките от разширения прогнозен модул са готови,False,True
src/v150_global_ui_polish.py,1290,Разширен прогнозен модул v45,Разширен прогнозен модул,False,True
src/v150_global_ui_polish.py,1295,Известно от данните v39; допълнителното число липсва,Известно от данните; допълнителното число липсва,False,True
src/v150_global_ui_polish.py,1328,Ред от active plan v94.,Ред от active plan.,False,True
src/v150_global_ui_polish.py,1328,Ред от активния план v94.,Ред от активния план.,False,True
src/v61_draw_result_analyzer_engine.py,134,v41 честотен baseline,честотен baseline,False,True
src/v61_draw_result_analyzer_engine.py,135,v41 recent 250 baseline,recent 250 baseline,False,True
src/v61_draw_result_analyzer_engine.py,136,v41 SGD класификатор,SGD класификатор,False,True
src/v61_draw_result_analyzer_engine.py,157,Обединен номерен сигнал от v42.,Обединен номерен сигнал от.,False,True
src/v61_draw_result_analyzer_engine.py,195,v45 Prediction Engine Pro — primary,Prediction Engine Pro — primary,False,True
src/v61_draw_result_analyzer_engine.py,199,Primary statistical candidate от v45.,Primary statistical candidate от.,False,True
src/v61_draw_result_analyzer_engine.py,215,v59 Интелигентен генератор 2 sample,Интелигентен генератор 2 sample,False,True
src/v61_draw_result_analyzer_engine.py,216,v60 export sample,export sample,False,True
src/v61_draw_result_analyzer_engine.py,184,v44.1 финален ансамбъл,финален ансамбъл,False,True
src/v61_draw_result_analyzer_engine.py,207,v45 Prediction Engine Pro — ticket,Prediction Engine Pro — ticket,False,True
src/v61_draw_result_analyzer_engine.py,211,Ticket candidate от v45.,Ticket candidate от.,False,True
src/v61_draw_result_analyzer_engine.py,146,Сравнение с текущия v41 statistical output.,Сравнение с текущия statistical output.,False,True
src/v61_draw_result_analyzer_engine.py,170,v43.1 интервален ритъм — ,интервален ритъм —,False,True
src/v61_draw_result_analyzer_section.py,30,Липсва build script за v61.,Липсва build script за.,False,True
src/v61_draw_result_analyzer_section.py,119,Обнови v61 анализа,Обнови анализа,False,True
src/v61_draw_result_analyzer_section.py,123,v61 анализът е обновен успешно.,анализът е обновен успешно.,False,True
src/v61_draw_result_analyzer_section.py,125,Грешка при обновяване на v61 анализа.,Грешка при обновяване на анализа.,False,True
src/v62_model_performance_tracker_section.py,21,v41 — последни прогнозни сигнали,— последни прогнозни сигнали,False,True
src/v62_model_performance_tracker_section.py,23,v44.1 — финален ensemble фиш,— финален ensemble фиш,False,True
src/v62_model_performance_tracker_section.py,24,v45 — Prediction Dashboard Pro,— Prediction Dashboard Pro,False,True
src/v62_model_performance_tracker_section.py,25,v50 — двойки и групи,— двойки и групи,False,True
src/v62_model_performance_tracker_section.py,26,v51 — портфолио от фишове,— портфолио от фишове,False,True
src/v62_model_performance_tracker_section.py,27,"v57 — горещи, студени и стабилни","— горещи, студени и стабилни",False,True
src/v62_model_performance_tracker_section.py,28,v58 — обединена оценка,— обединена оценка,False,True
src/v62_model_performance_tracker_section.py,29,v59 — интелигентен генератор 2,— интелигентен генератор 2,False,True
src/v62_model_performance_tracker_section.py,30,v61 — сигнали към последния тираж,— сигнали към последния тираж,False,True
src/v63_model_reliability_dashboard_engine.py,16,v41 — последни прогнозни сигнали,— последни прогнозни сигнали,False,True
src/v63_model_reliability_dashboard_engine.py,18,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
src/v63_model_reliability_dashboard_engine.py,19,v45 — Prediction Dashboard Pro,— Prediction Dashboard Pro,False,True
src/v63_model_reliability_dashboard_engine.py,20,v50 — двойки и групи,— двойки и групи,False,True
src/v63_model_reliability_dashboard_engine.py,21,v51 — пакет от комбинации,— пакет от комбинации,False,True
src/v63_model_reliability_dashboard_engine.py,22,"v57 — горещи, студени и стабилни","— горещи, студени и стабилни",False,True
src/v63_model_reliability_dashboard_engine.py,23,v58 — обединена оценка,— обединена оценка,False,True
src/v63_model_reliability_dashboard_engine.py,24,v59 — интелигентен генератор 2,— интелигентен генератор 2,False,True
src/v63_model_reliability_dashboard_engine.py,25,v61 — сигнали към последния тираж,— сигнали към последния тираж,False,True
src/v65_model_weighting_engine.py,14,v41 — последни прогнозни сигнали,— последни прогнозни сигнали,False,True
src/v65_model_weighting_engine.py,16,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
src/v65_model_weighting_engine.py,17,v45 — Prediction Dashboard Pro,— Prediction Dashboard Pro,False,True
src/v65_model_weighting_engine.py,18,v50 — двойки и групи,— двойки и групи,False,True
src/v65_model_weighting_engine.py,19,v51 — пакет от комбинации,— пакет от комбинации,False,True
src/v65_model_weighting_engine.py,20,"v57 — горещи, студени и стабилни","— горещи, студени и стабилни",False,True
src/v65_model_weighting_engine.py,21,v58 — обединена оценка,— обединена оценка,False,True
src/v65_model_weighting_engine.py,22,v59 — интелигентен генератор 2,— интелигентен генератор 2,False,True
src/v65_model_weighting_engine.py,23,v61 — сигнали към последния тираж,— сигнали към последния тираж,False,True
src/v66_weighted_smart_ensemble_engine.py,26,v41 — последни прогнозни сигнали,— последни прогнозни сигнали,False,True
src/v66_weighted_smart_ensemble_engine.py,28,v44.1 — финална обединена комбинация,— финална обединена комбинация,False,True
src/v66_weighted_smart_ensemble_engine.py,29,v45 — Prediction Dashboard Pro,— Prediction Dashboard Pro,False,True
src/v66_weighted_smart_ensemble_engine.py,30,v50 — двойки и групи,— двойки и групи,False,True
src/v66_weighted_smart_ensemble_engine.py,31,v51 — пакет от комбинации,— пакет от комбинации,False,True
src/v66_weighted_smart_ensemble_engine.py,32,"v57 — горещи, студени и стабилни","— горещи, студени и стабилни",False,True
src/v66_weighted_smart_ensemble_engine.py,33,v58 — обединена оценка,— обединена оценка,False,True
src/v66_weighted_smart_ensemble_engine.py,34,v59 — интелигентен генератор 2,— интелигентен генератор 2,False,True
src/v70_applied_candidate_portfolio_engine.py,603,**Important:** This does not overwrite Step 67. It creates a separate v70 applied portfolio layer. It is not a prediction and does not guarantee a win.,**Important:** This does not overwrite Step 67. It creates a separate applied portfolio layer. It is not a prediction and does not guarantee a win.,False,True
src/v70_applied_candidate_portfolio_section.py,143,Превръща Step 69 candidate portfolio в отделен v70 приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,Превръща Step 69 candidate portfolio в отделен приложен статистически портфейл. Step 67 остава запазен. Това не е гаранция за печалба.,False,True
src/v70_applied_candidate_portfolio_section.py,197,Приложен v70 портфейл,Приложен портфейл,False,True
src/v72_pipeline_refresh_section.py,64,Център за обновяване на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки v41–v60.,Център за обновяване на статистическите анализи: Step 61–63 и Step 65–74. При нужда може да включи и основните стъпки.,False,True
src/v72_pipeline_refresh_section.py,116,"Тази опция пуска core scripts v41–v60 плюс претеглена верига Step 61–74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.","Тази опция пуска core scripts плюс претеглена верига Step 61–74. Използвай я след добавяне на нов тираж, когато искаш пълно обновяване.",False,True
src/v72_pipeline_refresh_section.py,120,Пълно обновяване v41–v74,Пълно обновяване,False,True
src/v72_pipeline_refresh_section.py,182," - **Проверка без обновяване** само проверява дали скриптовете и артефактите съществуват. - **Статистическо обновяване** пуска Step 61, 62, 63 и Step 65–74. - **Пълно обновяване v41–v74** пуска основните модели и после статистическата верига. - Автоматичното обновяване след „Добавяне на тираж“ вече е подравнено да обновява цялата верига след запис. - Центърът за обучение вече показва Step 65–74 като част от процеса за обновяване.  Това е технически контролен слой за обновяване, не предсказател н","- **Проверка без обновяване** само проверява дали скриптовете и артефактите съществуват. - **Статистическо обновяване** пуска Step 61, 62, 63 и Step 65–74. - **Пълно обновяване ** пуска основните модели и после статистическата верига. - Автоматичното обновяване след „Добавяне на тираж“ вече е подравнено да обновява цялата верига след запис. - Центърът за обучение вече показва Step 65–74 като част от процеса за обновяване. Това е технически контролен слой за обновяване, не предсказател на бъдещ т",False,True
src/v72_pipeline_refresh_section.py,121,Пускам пълно обновяване v41–v74...,Пускам пълно обновяване...,False,True
src/v84_1_final_plan_snapshot_slips.py,75,v841-cell v841-selected,-cell -selected,False,True
src/v84_1_final_plan_snapshot_slips.py,75,v841-cell,-cell,False,True
src/v84_model_comparison_forward_test_engine.py,443,v84-,-,False,True
